commit,committed_at_utc,subject,reachable_from_published_main_at_stop,rationale
b0cbef7aca4832d9b4b08cb5ea2ca0acc7a39d76,2026-09-21 07:10:21,Measure pinned Gym suites through the approved verification adapter,True,"Execute pinned Gym suites through an approved adapter instead of implying all suite families were available. This advanced verification integration, with explicit limitations."
b82b0206cf130470b2ca4a6a21474c4e57679ce2,2026-09-21 07:10:22,Merge remote-tracking branch 'origin/main' into codex/gym-suite-adapter,True,Reconcile the Gym adapter checkout with concurrently updated main. The merge itself added no independent product capability.
313c66eee32e8ec8de0a5644aed111ec1096521b,2026-09-21 07:33:14,Record bounded repository excerpts with source identities,True,Attach source identity to bounded excerpts so later decisions could explain which repository material they used. This was one part of the evidence chain.
17e4bb1006a0d743e281094c4f4cd2a3e929c88f,2026-09-21 07:33:26,classify: per-unit label counts and declared-cut uncertainty flags,True,Expose aggregate label counts and caller-declared uncertainty cuts. This supported consumers without asking an agent to recount results.
63e9bc20af059a57b73e4816e6ebd4d6b4b652f8,2026-09-21 07:33:26,classify: aggregate tests and HTTP contract documentation,True,Test aggregate semantics and document the HTTP shape. These checks supported the preceding implementation rather than a separate completed issue.
c8c80d02f686919f075b77cfbe6eefff98c51b98,2026-09-21 07:33:26,classify: compute the binary selection once; fix an `unevaluated` claim,True,Compute binary selection once and correct an unsupported unevaluated claim. This cleaned up duplicated logic and inaccurate reporting in the aggregate work.
b5fc8d24536cdd6695c8bca5beb81da19852bbf8,2026-09-21 07:38:07,Bind generation traces to captured repository evidence,False,"Carry captured source evidence into generation traces. This closed a missing connection between capture and attribution, while the wider context workflow remained open."
c8cc1709b28a2ea3d4bbadba90ecf353e47e29dd,2026-09-21 07:40:37,Bind generation traces to captured repository evidence,True,"Carry captured source evidence into generation traces. This closed a missing connection between capture and attribution, while the wider context workflow remained open."
a274d37bf5bb99a11594a6fd7e5d11cadbc991d7,2026-09-21 07:43:34,Update verification coverage for the shipped Gym adapter,False,Update documentation to describe the actual shipped Gym adapter. This prevented stale coverage claims after implementation.
930322b2f7de84ecfa4a99d0c781904554513f13,2026-09-21 07:44:20,Use a blocking accepted socket in the local decision fixture,True,Fix the local fixture's accepted socket mode so a test did not fail on nonblocking reads. This was test infrastructure repair during a gate.
db6d78f53781bb8f50c1d628bee372b688512681,2026-09-21 07:44:20,Update verification coverage for the shipped Gym adapter,True,Update documentation to describe the actual shipped Gym adapter. This prevented stale coverage claims after implementation.
840c2c07a48d697f01982e75bb37fdf053696e2c,2026-09-21 07:46:30,Document captured context traces and current suite support,False,Align context-trace and suite-support documentation with the current code. Another prose correction after adjacent implementation changes.
e7efc661a2110f1898567c465e7843e57bf52223,2026-09-21 07:48:25,Document captured context traces and current suite support,True,Align context-trace and suite-support documentation with the current code. Another prose correction after adjacent implementation changes.
c8255721b5f8d77617ea533a6eb7c7d2ccfecfae,2026-09-21 07:50:17,tenancy: workspace membership and authorization core,True,Add workspace membership and authorization primitives to tenancy. Gateway enforcement and provisioning hardening still remained.
e852a0a003b45621f45d41f046302b1de8c6d5f5,2026-09-21 07:58:04,Harden workspace provisioning and membership persistence,True,Repair provisioning and persistence boundaries in the delegated membership implementation. This was host follow-up to incomplete integration quality.
221c7c027b750b64a2eb28a26a72c3bf04eb9855,2026-09-21 08:06:06,gateway: bounded per-item scheduling for POST /v1/classify,False,"Schedule per-input classification forwards with bounded concurrency. This implemented host fan-out, not efficient model packing."
da31a30bb198eeb3a2a8ff866a854bb6404b3e1a,2026-09-21 08:06:06,docs: the classify scheduling contract and its measured fixture,False,Document scheduler behavior and synthetic fixture measurements without converting them into production throughput claims.
dc7564d17c83eb5df358619842c0caf1fdb4981e,2026-09-21 08:08:19,Authenticate workspace membership against the key tenant,True,Bind membership checks to the authenticated key tenant. This prevented cross-tenant authority from being inferred from an unrelated workspace identifier.
425034b26f5d3a0f09131a21e6958b48f077bb77,2026-09-21 08:09:03,Bound queued classification inputs and use one execution deadline,False,Bound queued inputs and share one execution deadline so queued work could not multiply the requested runtime. This repaired the initial scheduler's resource semantics.
1784ebe90e5cd16f54883a7a691c243a286857ff,2026-09-21 08:09:17,gateway: bounded per-item scheduling for POST /v1/classify,True,"Schedule per-input classification forwards with bounded concurrency. This implemented host fan-out, not efficient model packing."
47a09d457e7bc62f00d570f518aef10cf5c7f5ba,2026-09-21 08:09:17,Bound queued classification inputs and use one execution deadline,True,Bound queued inputs and share one execution deadline so queued work could not multiply the requested runtime. This repaired the initial scheduler's resource semantics.
ac507233a4b0e2dd1c686768403ca66f727ccaf8,2026-09-21 08:09:17,docs: the classify scheduling contract and its measured fixture,True,Document scheduler behavior and synthetic fixture measurements without converting them into production throughput claims.
b10e32fa35e07c6ca04dd61046cd7f6bee47d21d,2026-09-21 08:17:22,Enforce optional workspace membership at gateway admission,True,Apply optional workspace membership in gateway admission. This connected tenancy primitives to requests but did not complete all workspace product features.
c72162e3b3b569bc6bd0e6342822cf25ad02b81e,2026-09-21 08:17:22,Clarify scheduling fixture latency coverage,True,Clarify what the scheduling latency fixture actually measured. Synthetic timing was not backend-quality or production-speed evidence.
908b0b1a60f1c187ffb913bf998f72aefbe135f1,2026-09-21 08:29:15,Publish configured classification limits in model discovery,True,Expose configured classification bounds before a caller submits work. This advanced discovery while total expanded context limits remained unfinished.
1a77d4f6ecd81e54af7299f06bf950aa6a12aa7a,2026-09-21 08:31:14,Preserve incomplete review workflow after executor deadline,False,Preserve the review-workflow draft after its executor deadline. The retained artifact required host repairs and was not an accepted completion.
1c023d42723ef41e052695b901fe738f9c98cf14,2026-09-21 08:32:49,Preserve incomplete review workflow after executor deadline,True,Preserve the review-workflow draft after its executor deadline. The retained artifact required host repairs and was not an accepted completion.
86654843fedbbeadeb92ee7fe52cc6215334f9db,2026-09-21 08:39:40,Repair review evidence parsing and preserve unanswered findings,True,Repair review evidence parsing and retain unanswered findings rather than treating missing answers as approval. This corrected the recovered workflow.
8b3231680d9326dab1a2bd9f932c9a757947d8fa,2026-09-21 08:39:40,Format recovered review question templates,True,"Format recovered question templates to meet repository formatting requirements. It changed presentation, not review policy."
c3d654f8532cdf1a9140c3a3bd609006e356a46e,2026-09-21 08:46:48,Run pinned artifact reviews through the Coder program harness,True,Run reviews through the same pinned Coder program machinery used by other workflows. This connected the repaired reviewer to the harness.
777617e0d48be650e0106e1a8fb48d1a55547f56,2026-09-21 08:51:34,Preserve incomplete candidate admission after executor deadline,False,"Preserve the incomplete admission draft after timeout, including its source and integration copies. Recovery was necessary, but exposed delegation's failure to return finished work."
dd1d9b1d7c5e9d4b48c24965581574bc81c60463,2026-09-21 08:53:28,Preserve incomplete candidate admission after executor deadline,False,"Preserve the incomplete admission draft after timeout, including its source and integration copies. Recovery was necessary, but exposed delegation's failure to return finished work."
45a6e200978fa105b98341c4681e5fabcbf70892,2026-09-21 09:01:21,Format recovered admission commands and manifest fields,False,Format recovered admission CLI and manifest code separately from behavioral repair. This addressed mechanical gate requirements.
8a924ac8ef022c14f93233754ef312593eb4c1fa,2026-09-21 09:02:45,Require native evidence replay and serialize candidate activation,False,Replay native evidence and serialize activation so admission could not rely on unchecked claims or race another activation.
e23730d7cf1bf822d5814061f8ee1424c769db8c,2026-09-21 09:03:09,Preserve incomplete classification callers after executor deadline,False,Preserve timed-out classification caller work for independent repair. A saved draft was not CLI/MCP acceptance.
ed9c2da58236eb9b0611c519176ee9e4a8fa4393,2026-09-21 09:03:21,Preserve incomplete classification callers after executor deadline,False,Preserve timed-out classification caller work for independent repair. A saved draft was not CLI/MCP acceptance.
25fbfb264cdd8c24e7baec2282440f765b5e47f9,2026-09-21 09:04:54,Format recovered classification caller implementation,False,Format the recovered caller implementation. This was mechanical integration work after delegation.
f8ba9b8df5d96829f5ab098c196cafc2b158ec0d,2026-09-21 09:04:54,Repair classification fixture score types and distributions,False,Correct score fixture types and probability distributions so tests exercised the real native contract rather than invalid examples.
5411e0547136e662c011ebd860aec601b86c34d1,2026-09-21 09:13:45,Verify classification CLI and MCP parity with bounded retries,True,Verify CLI/MCP classification parity and retry bounds against gateway behavior. These checks supported caller compatibility for the facade.
5891ff7254a187f79c759b91903f69432262d4a4,2026-09-21 09:13:45,Repair classification fixture score types and distributions,True,Correct score fixture types and probability distributions so tests exercised the real native contract rather than invalid examples.
6526cd2e5fb31ed0d67e05fb67ba46caf76f5c40,2026-09-21 09:13:45,Verify classification CLI and MCP parity with bounded retries,False,Verify CLI/MCP classification parity and retry bounds against gateway behavior. These checks supported caller compatibility for the facade.
a7bf2e6673cc7e5d2b5b960c964e7c592729e198,2026-09-21 09:13:45,Preserve incomplete classification callers after executor deadline,True,Preserve timed-out classification caller work for independent repair. A saved draft was not CLI/MCP acceptance.
d5d9609cfccf6c80f0054851b9178f9f35a00ca6,2026-09-21 09:13:45,Format recovered classification caller implementation,True,Format the recovered caller implementation. This was mechanical integration work after delegation.
845bf7116bfd0da0e1eaacdeb830de095eaf6565,2026-09-21 09:14:53,Keep caller admission fixtures within strict Clippy bounds,True,Refactor caller admission fixtures to satisfy strict Clippy. This was a small gate failure repair after integration.
dc28acd41ed674ac6b7b276a8f04dde191c10747,2026-09-21 09:24:06,Reject repeated locked exposure and incomplete transfer coverage,False,Reject reuse of locked evaluation exposure and incomplete transfer evidence. This tightened admission against evidence leakage and coverage gaps.
e24151e706fda0a9b245df962bc90d7f75be2b5d,2026-09-21 09:26:20,Revalidate admission suites and require declared question pins,False,Reload and validate suites and require question pins rather than trusting a previously loaded description. This made admission evidence reproducible.
5b95e2f6352648339561b761f342010b1e6ab9ec,2026-09-21 09:28:48,Require full coverage for every declared admission seed block,False,Require coverage for every declared seed block so a partial run could not masquerade as full admission evidence.
dbd6ae322490029440a7d94a30be6c8dc23c15a5,2026-09-21 09:29:48,Preserve monetary gateway delegation artifact for independent review,False,Save the monetary gateway artifact for independent review. Subsequent duplicate-dispatch and release repairs demonstrate that preservation was not acceptance.
74bde0cafc90e26b9aa227bbc4aa54ff4676d089,2026-09-21 09:31:08,Refuse duplicate monetary dispatch and preserve original reservations,False,Reject duplicate monetary dispatch without overwriting original reservations. This fixed retry behavior that could otherwise spend or account twice.
a1801575bb788524c43c641a60423484b61bb5e7,2026-09-21 09:32:37,Report the actual monetary release result,False,Report the actual hold-release outcome rather than implying release always succeeded. This corrected operator-visible accounting evidence.
a1e614882027976dd5530c66ff4a766d6af264ce,2026-09-21 09:32:44,Refuse duplicate monetary dispatch and preserve original reservations,True,Reject duplicate monetary dispatch without overwriting original reservations. This fixed retry behavior that could otherwise spend or account twice.
a810d2c9df1909c894939ad4c9693dd64bb0d543,2026-09-21 09:32:44,Preserve monetary gateway delegation artifact for independent review,True,Save the monetary gateway artifact for independent review. Subsequent duplicate-dispatch and release repairs demonstrate that preservation was not acceptance.
cb736e04f203757c63dd8ef92bcdabb24a0f17cb,2026-09-21 09:32:44,Report the actual monetary release result,True,Report the actual hold-release outcome rather than implying release always succeeded. This corrected operator-visible accounting evidence.
cf5e87e814f8166052539af0a476d59f6f7d77c2,2026-09-21 09:33:14,Group monetary binding identity for strict lint checks,True,Group related monetary identity fields to satisfy strict lint checks without changing the accounting policy.
4b31c69d370f55ef95bfe140dc9a7af8188f2e7d,2026-09-21 09:35:15,Test admission improvement outcomes and isolate transfer variance,False,"Exercise improvement, tie, and failure outcomes and separate transfer variance. This expanded admission tests toward full acceptance rather than another product surface."
f460ae219720ccc29cc05802f59530596faedf53,2026-09-21 09:36:23,Verify transfer regressions use transfer-specific variance,False,Use transfer-specific variance in regression checks. This fixed a statistical-input mismatch in admission evaluation.
587fa62fc8f1b6d711916427083452c418de2af9,2026-09-21 09:37:47,Keep unknown admission cost and incomplete timing evidence explicit,False,Keep missing cost and timing evidence unknown instead of converting absence into a favorable result. This prevented unsupported admission claims.
c2e19040f404541d6d5abf8b657cd80818c74f8a,2026-09-21 09:39:06,Require a retained development commitment for admission CLI,False,Require a retained development commitment before admission CLI use. This preserved separation between development selection and locked evaluation.
65286c89735e71fdbaf1af3963e4422a9fe611b9,2026-09-21 09:42:07,Verify admission report chains and retained selections,False,Verify retained report chains and selections so admission referenced the actual recorded evidence.
0d6764a889c87c33080b753845680237dae8ff54,2026-09-21 09:43:41,Require retained reports in the admission evaluator,False,"Require retained reports in the evaluator itself, not only in an outer caller. This closed an enforcement bypass."
cac7ecfc99c3cfac15437fe3a4a13a3c5d3677ef,2026-09-21 09:45:14,Pass retained locked and transfer reports through admission CLI,False,Pass locked and transfer reports through the CLI so the stricter evaluator could be used end to end.
e1349a9420dcce2705798a4d4c0d66d85106667a,2026-09-21 09:47:37,Exercise complete retained-evidence admission and failure controls,False,Exercise a complete retained-evidence path and its failure controls. This moved admission toward an issue-level acceptance proof.
6d86197d54e53fc6c47d199807267f9ff2640cf5,2026-09-21 09:48:53,Verify admitted activation preserves tenancy and supports rollback,False,Verify activation preserves tenant authority and supports rollback. This covered deployment behavior beyond the admission calculation.
7348c9faba774dc6244cffaa4b4b3bad54d55fbb,2026-09-21 09:50:36,Accept explicit deployment evidence and document candidate admission,False,Accept explicit deployment evidence and explain the admission procedure. This connected implementation and the operator's release steps.
ae722bfe1dd5e1586ee125ce4e6c96f2952b50fa,2026-09-21 09:51:27,Assert family regression and artifact drift refuse admission,False,Assert family regressions and artifact identity drift refuse admission. These were negative controls for the completed admission path.
105f16c149d15cc5bdb88d5dbd849237bbabd4ff,2026-09-21 09:51:36,Preserve incomplete candidate admission after executor deadline,True,"Preserve the incomplete admission draft after timeout, including its source and integration copies. Recovery was necessary, but exposed delegation's failure to return finished work."
09e2aac97edb7c98cf8b868909b6f282d4807d4c,2026-09-21 09:51:37,Verify admitted activation preserves tenancy and supports rollback,True,Verify activation preserves tenant authority and supports rollback. This covered deployment behavior beyond the admission calculation.
15b72c6cd42d08d5fd372ca5bb87a649652d0dca,2026-09-21 09:51:37,Accept explicit deployment evidence and document candidate admission,True,Accept explicit deployment evidence and explain the admission procedure. This connected implementation and the operator's release steps.
1b149d86ded85207af770c571cf4f38b87039bee,2026-09-21 09:51:37,Format recovered admission commands and manifest fields,True,Format recovered admission CLI and manifest code separately from behavioral repair. This addressed mechanical gate requirements.
207dd7a36d1b0225e56150608bdbe8d4aa6302e1,2026-09-21 09:51:37,Revalidate admission suites and require declared question pins,True,Reload and validate suites and require question pins rather than trusting a previously loaded description. This made admission evidence reproducible.
325beda15ffacab9ab5d438d53f4749dcf105a61,2026-09-21 09:51:37,Pass retained locked and transfer reports through admission CLI,True,Pass locked and transfer reports through the CLI so the stricter evaluator could be used end to end.
6042ccbc182ad3ce17281902c05122bbd40b4b22,2026-09-21 09:51:37,Verify transfer regressions use transfer-specific variance,True,Use transfer-specific variance in regression checks. This fixed a statistical-input mismatch in admission evaluation.
661e94927577d928c67858c5a893a67b18c80a4f,2026-09-21 09:51:37,Require a retained development commitment for admission CLI,True,Require a retained development commitment before admission CLI use. This preserved separation between development selection and locked evaluation.
6745298701c3b0925b734c4df7425aae4cebf9fd,2026-09-21 09:51:37,Verify admission report chains and retained selections,True,Verify retained report chains and selections so admission referenced the actual recorded evidence.
6d9611bc88df33f59821cb9e5930aec91b10c811,2026-09-21 09:51:37,Reject repeated locked exposure and incomplete transfer coverage,True,Reject reuse of locked evaluation exposure and incomplete transfer evidence. This tightened admission against evidence leakage and coverage gaps.
72a92657ca6a67b478dc810fccf228c0d2932918,2026-09-21 09:51:37,Exercise complete retained-evidence admission and failure controls,True,Exercise a complete retained-evidence path and its failure controls. This moved admission toward an issue-level acceptance proof.
81637669b8e5447bda061a26146b42eeb906081d,2026-09-21 09:51:37,Assert family regression and artifact drift refuse admission,True,Assert family regressions and artifact identity drift refuse admission. These were negative controls for the completed admission path.
a2216b5aac102228a072338682bf1a91c5f7e5ed,2026-09-21 09:51:37,Require full coverage for every declared admission seed block,True,Require coverage for every declared seed block so a partial run could not masquerade as full admission evidence.
c4be96c5943d9feaf2291e51ff4369b62917cdb2,2026-09-21 09:51:37,Keep unknown admission cost and incomplete timing evidence explicit,True,Keep missing cost and timing evidence unknown instead of converting absence into a favorable result. This prevented unsupported admission claims.
e9fecdfb77078d1d871528638f5d7c09e64d9095,2026-09-21 09:51:37,Require native evidence replay and serialize candidate activation,True,Replay native evidence and serialize activation so admission could not rely on unchecked claims or race another activation.
f73b57a2cc89799495e779073c70f293ad4d9cdf,2026-09-21 09:51:37,Require retained reports in the admission evaluator,True,"Require retained reports in the evaluator itself, not only in an outer caller. This closed an enforcement bypass."
faa47ee5ae4293f8a76466aa61b20654351b1c63,2026-09-21 09:51:37,Test admission improvement outcomes and isolate transfer variance,True,"Exercise improvement, tie, and failure outcomes and separate transfer variance. This expanded admission tests toward full acceptance rather than another product surface."
e875ab853148aa0728a27faa818802aa0e29b9f1,2026-09-21 09:51:54,Declare empty admission scope in gateway base fixtures,True,Update gateway fixtures with an explicit empty admission scope after the manifest contract changed. This was integration repair.
e1f7d15d2ea799a03608ae300d954b7d00534cda,2026-09-21 09:55:56,Expose admitted scope and evidence references in authorized discovery,False,Expose admitted scope and evidence references through authorized discovery so clients could inspect what had actually been admitted.
2ab3002ab29ec256d26370208dfdbdf979b66785,2026-09-21 09:56:54,Align Decision API specification with candidate admission,False,Update the Decision API spec to match the implemented admission contract rather than leave its earlier planned description.
